"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
76,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,66.5,33700000,33.5,2014,"Family, Comedy",6.2,1325,"en","United States of America","Oct 10, 2014","11-year-old Alexander (Ed Oxenbould) experiences the most terrible and horrible day of his young life — a day that begins with gum stuck in his hair, followed by one calamity after another. But when Alexander tells his upbeat family about the misadventures of his disastrous day, he finds little sympathy and begins to wonder if bad things only happen to him. He soon learns that he’s not alone when his mom (Jennifer Garner), dad (Steve Carell), brother (Dylan Minnette) and sister (Kerris Dorsey) all find themselves living through their own terrible, horrible, no good, very bad day. Anyone who says there is no such thing as a bad day just hasn’t had one. [Walt Disney Pictures]",108,"Miguel Arteta","Rob Lieber, Judith Viorst","1 h 21 m",1,21,81,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
77,"Tammy",100375432,84525432,84.2,15850000,15.8,2014,"Comedy",5.3,1209,"en","United States of America","Jul 2, 2014","Tammy (Melissa McCarthy) is having a bad day. She's totaled her clunker car, gotten fired from her thankless job at a greasy burger joint, and instead of finding comfort at home, finds her husband getting comfortable with the neighbor in her own house. It's time to take her boom box and book it. The bad news is she's broke and without wheels. The worse news is her grandma, Pearl (Susan Sarandon), is her only option—with a car, cash, and an itch to see Niagara Falls. Not exactly the escape Tammy had in mind. But on the road, with grandma riding shot gun, it may be just what Tammy needs.",179,"Ben Falcone","Melissa McCarthy, Ben Falcone","1 h 37 m",1,37,97,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
80,"The Book of Life",99783556,50151543,50.3,49632013,49.7,2014,"Animation, Adventure, Comedy, Family, Fantasy",7.543,2701,"en","United States of America","Oct 17, 2014","The Book of Life is the journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",188,"Jorge R. Gutiérrez","Jorge R. Gutiérrez, Doug Langdale","1 h 35 m",1,35,95,"2009-2016","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
84,"Paranormal Activity: The Marked Ones",90894962,32462372,35.7,58432590,64.3,2014,"Horror, Thriller",5.403,1428,"en","United States of America","Jan 3, 2014","After being ""marked,"" Jesse (Andrew Jacobs) begins to be pursued by mysterious forces while his family and friends try to save him.",203,"Christopher Landon","Christopher Landon, Oren Peli","1 h 24 m",1,24,84,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
85,"The Hundred-Foot Journey",89078609,54240821,60.9,34837788,39.1,2014,"Drama, Comedy",7.3,1427,"en","India, United States of America, United Arab Emirates","Aug 8, 2014","Hassan Kadam (Manish Dayal) is a culinary ingénue.  Displaced from their native India, the Kadam family, led by Papa (Om Puri), settles in the quaint village of Saint-Antonin-Noble-Val in the south of France. Filled with charm, it is both picturesque and elegant – the ideal place to settle down and open an Indian restaurant, the Maison Mumbai. That is, until the chilly chef proprietress of Le Saule Pleureur, a Michelin starred, classical French restaurant run by Madame Mallory (Helen Mirren), gets wind of it. Her icy protests against the new Indian restaurant a hundred feet from her own, escalate to all out war between the two establishments – until Hassan’s passion for French haute cuisine and for Mme. Mallory’s enchanting sous chef, Marguerite (Charlotte Le Bon), combine with his mysteriously delicious talent to weave magic between their two cultures and imbue Saint-Antonin with the flavors of life that even Mme. Mallory cannot ignore. At first Mme. Mallory’s culinary rival, she eventually recognizes Hassan’s gift as a chef and takes him under her wing.",112,"Lasse Hallström","Steven Knight, Richard C. Morais","2 h 2 m",2,2,122,"2009-2016","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
86,"Deliver Us from Evil",87937815,30577122,34.8,57360693,65.2,2014,"Thriller, Crime, Horror",6.243,2041,"en","United States of America","Oct 13, 2006","This controversial documentary is the story of Father Oliver O'Grady, the most notorious pedophile in the history of the modern Catholic Church.",21,"Amy Berg","Amy Berg","1 h 41 m",1,41,101,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
86,"Deliver Us from Evil",87937815,30577122,34.8,57360693,65.2,2014,"Thriller, Crime, Horror",6.243,2041,"en","United States of America","Jul 2, 2014","When New York police officer Ralph Sarchie (Eric Bana) begins to investigate a series of disturbing and inexplicable crimes, he joins forces with an unconventional priest (Edgar Ramírez), schooled in the rituals of exorcism, to combat the frightening and demonic possessions that are terrorizing their city.",21,"Amy Berg","Amy Berg","1 h 41 m",1,41,101,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
87,"A Million Ways to Die in the West",87189756,43139300,49.5,44050456,50.5,2014,"Comedy, Western",6.044,4077,"en","United States of America","May 30, 2014","After a cowardly sheep farmer backs out of a gunfight, his fickle girlfriend leaves him for another man.  When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love.  But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test. [Universal Pictures]",376,"Seth MacFarlane","Seth MacFarlane, Alec Sulkin, Wellesley Wild","1 h 56 m",1,56,116,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
88,"Step Up All In",86165646,14904384,17.3,71261262,82.7,2014,"Romance, Drama, Music",6.83,1924,"en","United States of America","Aug 8, 2014","In the latest chapter of the Step Up series, all-stars from previous installments come together in Las Vegas to battle for a victory that could define their dreams and their careers.",50,"Trish Sie","Duane Adler, John Swetnam","1 h 52 m",1,52,112,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
89,"John Wick",86013056,43037835,50,42975221,50,2014,"Action, Thriller",7.4,19272,"en","United States of America","Oct 24, 2014","Former hitman John Wick (Keanu Reeves) comes out of retirement to track down the gangsters who took everything from him.",1714,"Chad Stahelski","Derek Kolstad","1 h 41 m",1,41,101,"2009-2016","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
90,"The Judge",84419388,47119388,55.8,37300000,44.2,2014,"Drama",7.324,4079,"en","United States of America","Apr 13, 2018","When she was a young lawyer, Kholoud Al-Faqih walked into the office of Palestine’s Chief Justice and announced she wanted to join the bench. He laughed at her. But just a few years later, Kholoud became the first woman judge to be appointed to the Middle East’s Shari’a (Islamic law) courts. The Judge offers a unique portrait of Judge Kholoud—her brave journey as a lawyer, her tireless fight for justice for women, and her drop-in visits with clients, friends, and family. With unparalleled access to the courts, The Judge presents an unfolding vérité legal drama, with rare insight into both Islamic law and gendered justice. In the process, the film illuminates some of the universal conflicts in the domestic life of Palestine—custody of children, divorce, abuse—while offering an unvarnished look at life for women and Shari’a.",293,"David Dobkin","Nick Schenk, Bill Dubuque, David Dobkin","2 h 21 m",2,21,141,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
90,"The Judge",84419388,47119388,55.8,37300000,44.2,2014,"Drama",7.324,4079,"en","United States of America","Apr 13, 2018","When she was a young lawyer, Kholoud Al-Faqih walked into the office of Palestine’s Chief Justice and announced she wanted to join the bench. He laughed at her. But just a few years later, Kholoud became the first woman judge to be appointed to the Middle East’s Shari’a (Islamic law) courts. The Judge offers a unique portrait of Judge Kholoud—her brave journey as a lawyer, her tireless fight for justice for women, and her drop-in visits with clients, friends, and family. With unparalleled access to the courts, The Judge presents an unfolding vérité legal drama, with rare insight into both Islamic law and gendered justice. In the process, the film illuminates some of the universal conflicts in the domestic life of Palestine—custody of children, divorce, abuse—while offering an unvarnished look at life for women and Shari’a.",293,"David Dobkin","Nick Schenk, Bill Dubuque, David Dobkin","2 h 21 m",2,21,141,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
90,"The Judge",84419388,47119388,55.8,37300000,44.2,2014,"Drama",7.324,4079,"en","United States of America","Oct 10, 2014","Big city lawyer Hank Palmer (Robert Downey Jr.) returns to his childhood home where his estranged father, the town’s judge (Robert Duvall), is suspected of murder. He sets out to discover the truth and along the way reconnects with the family he walked away from years before.",293,"David Dobkin","Nick Schenk, Bill Dubuque, David Dobkin","2 h 21 m",2,21,141,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
90,"The Judge",84419388,47119388,55.8,37300000,44.2,2014,"Drama",7.324,4079,"en","United States of America","Oct 10, 2014","Big city lawyer Hank Palmer (Robert Downey Jr.) returns to his childhood home where his estranged father, the town’s judge (Robert Duvall), is suspected of murder. He sets out to discover the truth and along the way reconnects with the family he walked away from years before.",293,"David Dobkin","Nick Schenk, Bill Dubuque, David Dobkin","2 h 21 m",2,21,141,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
93,"Muppets Most Wanted",80383113,51183113,63.7,29200000,36.3,2014,"Comedy, Adventure, Crime, Family",6.3,823,"en","United Kingdom, United States of America","Mar 21, 2014","Muppets Most Wanted takes the entire Muppets gang on a global tour, selling out grand theaters in some of Europe’s most exciting destinations, including Berlin, Madrid and London. But mayhem follows the Muppets overseas, as they find themselves unwittingly entangled in an international crime caper.",156,"James Bobin","James Bobin, Nicholas Stoller, Jim Henson","1 h 47 m",1,47,107,"2009-2016","Adventure",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
95,"If I Stay",78274843,50474843,64.5,27800000,35.5,2014,"Drama",7.372,4173,"en","United States of America","Aug 22, 2014","Mia Hall (Chloë Grace Moretz) thought the hardest decision she would ever face would be whether to pursue her musical dreams at Juilliard or follow a different path to be with the love of her life, Adam (Jamie Blackley). But what should have been a carefree family drive changes everything in an instant, and now her own life hangs in the balance. Caught between life and death for one revealing day, Mia has only one decision left, which will not only decide her future but her ultimate fate. [Warner Bros. Pictures]",152,"R.J. Cutler","Shauna Cross, Gayle Forman","1 h 47 m",1,47,107,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
97,"I, Frankenstein",76801179,19075290,24.8,57725889,75.2,2014,"Horror, Thriller",5.355,1927,"en","Australia, United States of America","Jan 24, 2014","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",272,"Stuart Beattie","Stuart Beattie, Kevin Grevioux, Mary Shelley","1 h 32 m",1,32,92,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
101,"Brick Mansions",71416730,20396829,28.6,51019901,71.4,2014,"Action, Crime, Drama",5.894,1515,"en","Canada, France, United States of America","Apr 25, 2014","In a dystopian Detroit, abandoned brick mansions left from better times now house only the most dangerous criminals. Unable to control the crime, the  police constructed a colossal containment wall around this area to protect the rest of the city.  For undercover cop Damien Collier (Paul Walker) every day is a battle against corruption.  For Lino (David Belle), every day is a fight to live an honest life. Their paths never should have crossed, but when drug kingpin, Tremaine (RZA) kidnaps Lino’s girlfriend, Damien reluctantly accepts the help of the fearless ex-convict, and together they must stop a sinister plot to devastate the entire city.",89,"Camille Delamarre","Luc Besson, Bibi Naceri","1 h 30 m",1,30,90,"2009-2016","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
102,"Son of God",70829270,59700064,84.3,11129206,15.7,2014,"Drama",6.863,302,"en","United States of America","Feb 28, 2014","The life story of Jesus is told from his humble birth through his teachings, crucifixion and resurrection.",122,"Christopher Spencer","Richard Bedser, Christopher Spencer, Colin Swash, Nic Young","2 h 18 m",2,18,138,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
103,"Think Like a Man Too",70181428,65182182,92.9,4999246,7.1,2014,"Comedy, Romance",6.416,550,"en","United States of America","Jun 20, 2014","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",36,"Tim Story","Keith Merryman, David A. Newman, Steve Harvey","1 h 46 m",1,46,106,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
104,"Jersey Boys",67647013,47047013,69.5,20600000,30.5,2014,"Music, Drama",6.771,691,"en","United States of America","Jun 20, 2014","Four young men from the wrong side of the tracks in New Jersey come together to form the iconic rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs they made famous, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Dawn,” “Rag Doll,” “Bye Bye Baby,” “Who Loves You,” and many more.",105,"Clint Eastwood","Marshall Brickman, Rick Elice","2 h 14 m",2,14,134,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
105,"The Giver",66980456,45090374,67.3,21890082,32.7,2014,"Drama, Science Fiction",6.553,4405,"en","United States of America","Aug 15, 2014","Jonas (Brenton Thwaites) lives in a seemingly ideal, if colorless, world of conformity and contentment. Not until he is given his life assignment as the Receiver of Memory does he begin to understand the dark, complex secrets behind his fragile community.",247,"Phillip Noyce","Michael Mitnick, Robert B. Weide, Lois Lowry","1 h 37 m",1,37,97,"2009-2016","Science Fiction",6.54830329153605,156739315.50209,"High Rating & Low Gross"
106,"Selma",66787908,52076908,78,14711000,22,2014,"History, Drama",7.398,2183,"en","France, United Kingdom, United States of America","Dec 25, 2014","In 1965, Dr. Martin Luther King, Jr. (David Oyelowo) leads a dangerous campaign to secure equal voting rights in the face of violent opposition. The march from Selma to Montgomery culminates in President Johnson (Tom Wilkinson) signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement.",450,"Ava DuVernay","Paul Webb","2 h 8 m",2,8,128,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
113,"Begin Again",63464861,16170632,25.5,47294229,74.5,2014,"Comedy, Music, Romance, Drama",7.239,3764,"en","United States of America","Jun 27, 2014","Gretta (Keira Knightley) and her long-time boyfriend Dave (Adam Levine) are college sweethearts and songwriting partners who decamp for New York when he lands a deal with a major label. But the trappings of his new-found fame soon tempt Dave to stray, and a reeling, lovelorn Gretta is left on her own. Her world takes a turn for the better when Dan (Mark Ruffalo), a disgraced record-label exec, stumbles upon her performing on an East Village stage and is immediately captivated by her raw talent. From this chance encounter emerges an enchanting portrait of a mutually transformative collaboration, set to the soundtrack of a summer in New York City. [The Weinstein Company]",280,"John Carney","John Carney","1 h 44 m",1,44,104,"2009-2016","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
115,"The Walk",61181942,10137502,16.6,51044440,83.4,2014,"Crime, Drama, Mystery, Thriller",6.325,2796,"en","United States of America","Sep 30, 2015","Twelve people have walked on the moon, but only one man has ever, or will ever, walk in the immense void between the World Trade Center towers. Guided by his real-life mentor, Papa Rudy (Ben Kingsley), and aided by an unlikely band of international recruits, Philippe Petit (Joseph Gordon-Levitt) and his gang overcome long odds, betrayals, dissension and countless close calls to conceive and execute their mad plan.",257,"Robert Zemeckis","Robert Zemeckis, Christopher Browne, Philippe Petit","2 h 3 m",2,3,123,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
117,"A Walk Among the Tombstones",58834384,26307600,44.7,32526784,55.3,2014,"Crime, Drama, Mystery, Thriller",6.325,2796,"en","United States of America","Sep 19, 2014","Ex-NYPD cop Matt Scudder (Liam Neeson) now works as an unlicensed private investigator operating just outside the law.  When Scudder reluctantly agrees to help a heroin trafficker (Dan Stevens) hunt down the men who kidnapped and then brutally murdered his wife, the PI learns that this is not the first time these men have committed this sort of twisted crime…nor will it be the last.  Blurring the lines between right and wrong, Scudder races to track the deviants through the backstreets of New York City before they kill again.",199,"Scott Frank","Lawrence Block, Scott Frank","1 h 54 m",1,54,114,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
118,"Dolphin Tale 2",57824533,42024533,72.7,15800000,27.3,2014,"Family, Drama",7,345,"en","United States of America","Sep 12, 2014","It has been several years since young Sawyer Nelson and the dedicated team at the Clearwater Marine Hospital, headed by Dr. Clay Haskett, rescued Winter. With the help of Dr. Cameron McCarthy, who developed a unique prosthetic tail for the injured dolphin, they were able to save her life. Yet their fight is not over. Winter's surrogate mother, the very elderly dolphin Panama, has passed away, leaving Winter without the only poolmate she has ever known. However, the loss of Panama may have even greater repercussions for Winter, who, according to USDA regulations, cannot be housed alone, as dolphins' social behavior requires them to be paired with other dolphins. Time is running out to find a companion for her before the team at Clearwater loses their beloved Winter to another aquarium. [Warner Bros.]",58,"Charles Martin Smith","Charles Martin Smith, Karen Janszen, Noam Dromi","1 h 47 m",1,47,107,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
119,"St. Vincent",54837234,44137712,80.5,10699522,19.5,2014,"Comedy",7.111,1892,"en","United States of America","Oct 10, 2014","Maggie (Melissa McCarthy), a single mother, moves into a new home in Brooklyn with her 12-year old son, Oliver (Jaeden Lieberher). Forced to work long hours, she has no choice but to leave Oliver in the care of their new neighbor, Vincent (Bill Murray), a retired curmudgeon with  a penchant for alcohol and gambling. An odd friendship soon blossoms between the improbable pair. Together with a pregnant stripper named Daka (Naomi Watts), Vincent brings Oliver along on all the stops that make up his daily routine - the race track, a strip club,  and the local dive bar. Vincent helps Oliver grow to become a man, while Oliver begins to see in Vincent something that no one else is able to: a misunderstood man with a good heart. [TWC]",222,"Theodore Melfi","Theodore Melfi","1 h 42 m",1,42,102,"2009-2016","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
123,"3 Days to Kill",53260230,30697999,57.6,22562231,42.4,2014,"Action, Drama, Thriller",6.092,2158,"en","France, United States of America","Feb 21, 2014","An international spy (Kevin Costner) trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.",135,"McG","Adi Hasak, Luc Besson","1 h 57 m",1,57,117,"2009-2016","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
125,"Wild",52501541,37880356,72.2,14621185,27.8,2014,"Drama",7.016,2474,"en","United States of America","Dec 3, 2014","After years of reckless behavior, a heroin addiction and the destruction of her marriage, Cheryl Strayed (Reese Witherspoon) makes a rash decision.  Haunted by memories of her mother Bobbi (Laura Dern) and with absolutely no experience, she sets out to hike more than a thousand miles on the Pacific Crest Trail all on her own. [Fox Searchlight Pictures]",249,"Jean-Marc Vallée","Nick Hornby, Cheryl Strayed","1 h 55 m",1,55,115,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
126,"Magic in the Moonlight",51029361,10539326,20.7,40490035,79.3,2014,"Comedy, Drama, Romance",6.496,2068,"en","France, United Kingdom, United States of America","Jul 25, 2014","Magic in the Moonlight is a romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue. The film is set in the south of France in the 1920s against a backdrop of wealthy mansions, the Côte d’Azur, jazz joints and fashionable spots for the wealthy of the Jazz Age. [Sony Pictures Classics]",124,"Woody Allen","Woody Allen","1 h 37 m",1,37,97,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
127,"About Last Night",50445860,48637684,96.4,1808176,3.6,2014,"Comedy, Romance",6.014,502,"en","United States of America","Jul 2, 1986","Based on the David Mament play, ""Sexual Perversity in Chicago."" Rob Lowe and Demi Moore star in this adaptation of David Mamet's play, Sexual Perversity in Chicago.  They meet, have a one night stand, fall in love, break up, and seek the counsel of their best friends played by Jim Belushi and Elizabeth Perkins.",62,"Steve Pink","Leslye Headland, Tim Kazurinsky, Denise DeClue, David Mamet","1 h 40 m",1,40,100,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
127,"About Last Night",50445860,48637684,96.4,1808176,3.6,2014,"Comedy, Romance",6.014,502,"en","United States of America","Feb 14, 2014","This modern reimagining of the classic romantic comedy follows two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.",62,"Steve Pink","Leslye Headland, Tim Kazurinsky, Denise DeClue, David Mamet","1 h 40 m",1,40,100,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
129,"Whiplash",48982041,13092000,26.7,35890041,73.3,2014,"Drama, Music",8.379,15206,"en","United States of America","Oct 10, 2014","Andrew Neyman (Miles Teller), a young jazz drummer who attends one of the best music schools in the country under the tutelage of the school’s fearsome maestro of jazz named Terence Fletcher (J.K. Simmons), struggles to make it as a top jazz drummer.",1764,"Damien Chazelle","Damien Chazelle","1 h 47 m",1,47,107,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
130,"Chef",48428048,31424003,64.9,17004045,35.1,2014,"Comedy",7.124,3279,"en","United States of America","May 9, 2014","Chef Carl Casper (Jon Favreau) loses his restaurant job, so he starts up a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",348,"Jon Favreau","Jon Favreau","1 h 54 m",1,54,114,"2009-2016","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
131,"Boyhood",48137666,25352281,52.7,22785385,47.3,2014,"Drama",7.5,5156,"en","United States of America","Jul 11, 2014","Filmed over 12 years with the same cast, Richard Linklater's Boyhood is a groundbreaking story of growing up as seen through the eyes of a child named Mason (Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, Boyhood charts the rocky terrain of childhood like no other film has before and is both a nostalgic time capsule of the recent past and an ode to growing up and parenting. [IFC Films]",2677,"Richard Linklater","Richard Linklater","2 h 45 m",2,45,165,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
132,"Coming Home",47587984,377607,0.8,47210377,99.2,2014,"Drama, Romance",7.27,187,"zh","China, France, Hong Kong, India, United States of America","Sep 9, 2015","Lu Yanshi (Chen Daoming) and Feng Wanyu (Gong Li) are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner, just as his wife is injured in an accident. Released during the last days of the Cultural Revolution, he finally returns home only to find that his beloved wife has amnesia and remembers little of her past. Unable to recognize Lu, she patiently waits for her husband's return. A stranger alone in the heart of his broken family, Lu Yanshi determines to resurrect their past together and reawaken his wife's memory. [Sony Pictures Classics]",22,"Yimou Zhang","Geling Yan, Jingzhi Zou, Xiaofeng Zhou","1 h 49 m",1,49,109,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
132,"Coming Home",47587984,377607,0.8,47210377,99.2,2014,"Drama, Romance",7.27,187,"zh","China, France, Hong Kong, India, United States of America","Sep 9, 2015","Lu Yanshi (Chen Daoming) and Feng Wanyu (Gong Li) are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner, just as his wife is injured in an accident. Released during the last days of the Cultural Revolution, he finally returns home only to find that his beloved wife has amnesia and remembers little of her past. Unable to recognize Lu, she patiently waits for her husband's return. A stranger alone in the heart of his broken family, Lu Yanshi determines to resurrect their past together and reawaken his wife's memory. [Sony Pictures Classics]",22,"Yimou Zhang","Geling Yan, Jingzhi Zou, Xiaofeng Zhou","1 h 49 m",1,49,109,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
132,"Coming Home",47587984,377607,0.8,47210377,99.2,2014,"Drama, Romance",7.27,187,"zh","China, France, Hong Kong, India, United States of America","Feb 15, 1978","A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.",22,"Yimou Zhang","Geling Yan, Jingzhi Zou, Xiaofeng Zhou","1 h 49 m",1,49,109,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
132,"Coming Home",47587984,377607,0.8,47210377,99.2,2014,"Drama, Romance",7.27,187,"zh","China, France, Hong Kong, India, United States of America","Feb 15, 1978","A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.",22,"Yimou Zhang","Geling Yan, Jingzhi Zou, Xiaofeng Zhou","1 h 49 m",1,49,109,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
134,"Nightcrawler",47425835,32381217,68.3,15044618,31.7,2014,"Crime, Drama, Thriller",7.708,10786,"en","United States of America","Oct 31, 2014","Lou Bloom (Jake Gyllenhaal), a driven young man desperate for work, discovers the high-speed world of L.A. crime journalism. Finding a group of freelance camera crews who film crashes, fires, murder and other mayhem, Lou muscles into the cut-throat, dangerous realm of nightcrawling -- where each police siren wail equals a possible windfall and victims are converted into dollars and cents. Aided by Nina (Rene Russo), a veteran of the blood-sport that is local TV news, Lou blurs the line between observer and participant to become the star of his own story. [Open Road]",1385,"Dan Gilroy","Dan Gilroy","1 h 57 m",1,57,117,"2009-2016","Thriller",6.54830329153605,156739315.50209,"High Rating & Low Gross"
135,"Earth to Echo",45681062,38934842,85.2,6746220,14.8,2014,"Family, Adventure, Science Fiction",5.895,581,"en","United States of America","Jul 2, 2014","After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.",80,"Dave Green","Henry Gayden, Andrew Panay","1 h 31 m",1,31,91,"2009-2016","Adventure",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
136,"That Awkward Moment",45640143,26068955,57.1,19571188,42.9,2014,"Comedy, Romance",6.1,2630,"en","United States of America","Jan 31, 2014","Three best friends find themselves at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",116,"Tom Gormican","Tom Gormican","1 h 34 m",1,34,94,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
138,"Oculus",44446287,27695246,62.3,16751041,37.7,2014,"Horror",6.5,2932,"en","United States of America","Apr 11, 2014","Ten years ago, tragedy struck the Russell family, leaving the lives of teenage siblings Tim and Kaylie forever changed when Tim was convicted of the brutal murder of their parents. Now in his 20s, Tim is newly released from protective custody and only wants to move on with his life; but Kaylie, still haunted by that fateful night, is convinced her parents’ deaths were caused by something else altogether: a malevolent supernatural force—unleashed through the Lasser Glass, an antique mirror in their childhood home. Determined to prove Tim’s innocence, Kaylie tracks down the mirror, only to learn similar deaths have befallen previous owners over the past century. With the mysterious entity now back in their hands, Tim and Kaylie soon find their hold on reality shattered by terrifying hallucinations, and realize, too late, that their childhood nightmare is beginning again.",720,"Mike Flanagan","Mike Flanagan, Jeff Howard, Jeff Seidman","1 h 44 m",1,44,104,"2009-2016","Horror",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
146,"As Above, So Below",41898409,21321100,50.9,20577309,49.1,2014,"Horror, Thriller",6.716,3472,"en","United States of America","Aug 29, 2014","Miles of twisting catacombs lie beneath the streets of Paris, the eternal home to countless souls.  When a team of explorers ventures into the uncharted maze of bones, they uncover the dark secret that lies within this city of the dead.",216,"John Erick Dowdle","John Erick Dowdle, Drew Dowdle","1 h 33 m",1,33,93,"2009-2016","Thriller",6.54830329153605,156739315.50209,"High Rating & Low Gross"
147,"This Is Where I Leave You",41296320,34296320,83,7e+06,17,2014,"Drama, Comedy",6.6,1329,"en","United States of America","Sep 19, 2014","When their father passes away, four grown siblings, bruised and banged up by their respective adult lives, are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens. Confronting their history and the frayed states of their relationships among the people who know and love them best, they ultimately reconnect in hysterical and emotionally affecting ways amid the chaos, humor, heartache and redemption that only families can provide— driving us insane even as they remind us of our truest, and often best, selves. [Warner Bros.]",95,"Shawn Levy","Jonathan Tropper","1 h 43 m",1,43,103,"2009-2016","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
