"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
166,"The Strangers: Prey at Night",31039126,24586708,79.2,6452418,20.8,2018,"Horror, Thriller",5.68,1371,"en","United States of America, United Kingdom","Mar 9, 2018","A family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked psychopaths pay them a visit to test the family's every limit as they struggle to survive.",166,"Johannes Roberts","Bryan Bertino, Ben Ketai","1 h 25 m",1,25,85,"2017-2024","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
174,"Mirai",28756961,812794,2.8,27944167,97.2,2018,"Animation, Family, Fantasy, Adventure, Drama",7.167,779,"ja","Japan","Nov 30, 2018","Kun, a little boy, enjoys a happy childhood until the arrival of his baby sister, Mirai. As the new baby becomes the center of his parents' attention, he becomes increasingly jealous. Little by little, he withdraws into himself. In the backyard where he likes to take refuge, grows a magical family tree. Kun finds himself suddenly catapulted into a fantastic world where the past and the present mingle. One after another, he meets his relatives at different ages: his mother, as a little girl; his great-grandfather, as an energetic young man; and his little sister, as a teenager. Through these adventures, Kun is able to discover his own story. [Gkids]",61,"Mamoru Hosoda","Mamoru Hosoda","1 h 38 m",1,38,98,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
176,"One Cut of the Dead",27590180,52406,0.2,27537774,99.8,2018,"Comedy, Horror",7.635,839,"ja","Japan","Sep 13, 2019","Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",66,"Shin'ichirô Ueda","Shin'ichirô Ueda, Ryoichi Wada","1 h 36 m",1,36,96,"2017-2024","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
177,"The Happytime Murders",27506452,20706452,75.3,6800000,24.7,2018,"Action, Comedy, Crime",5.7,988,"en","China, United States of America","Aug 24, 2018","No Sesame. All Street. The Happytime Murders is a filthy comedy set in the seedy underbelly of Los Angeles where puppets and humans coexist. Two clashing detectives with a shared secret, one human (Melissa McCarthy) and one puppet, are forced to work together again to solve the brutal murders of the former cast of a beloved classic puppet television show.",114,"Brian Henson","Todd Berger, Dee Austin Robertson","1 h 31 m",1,31,91,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
178,"Midnight Sun",27365467,9561064,34.9,17804403,65.1,2018,"Romance, Drama",7.804,3412,"en","United States of America","Mar 23, 2018","Midnight Sun is a romantic tearjerker about 17-year-old Katie Price (Bella Thorne), sheltered at home since childhood with a rare genetic condition, a life-threatening sensitivity to sunlight.  Having only her father Jack (Rob Riggle) for company, Katie's world opens up after dark when she ventures outside to play her guitar.  One night, her dreams come true when she's noticed and asked out by her longtime crush Charlie (Patrick Schwarzenegger), whom she's secretly watched from her bedroom window for years.  As they embark on nightly summer excursions, Katie's risk to sunlight grows and she's presented with the gut-wrenching dilemma of whether she can live a normal life with her newfound soul mate.   
",35,"Scott Speer","Kenji Bando, Eric Kirsten","1 h 31 m",1,31,91,"2017-2024","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
185,"White Boy Rick",25957482,24011188,92.5,1946294,7.5,2018,"Crime, Drama",6.3,1074,"en","United States of America","Sep 14, 2018","Set in 1980s Detroit at the height of the crack epidemic and the War on Drugs, White Boy Rick is based on the moving true story of a blue-collar father and his teenage son, Rick Wershe Jr., who became an undercover police informant and later a drug dealer, before he was abandoned by his handlers and sentenced to life in prison.",69,"Yann Demange","Andy Weiss, Logan Miller, Noah Miller","1 h 51 m",1,51,111,"2017-2024","Crime",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
186,"Paul, Apostle of Christ",25915966,17560475,67.8,8355491,32.2,2018,"Drama",7.6,357,"en","United States of America","Mar 23, 2018","Paul, Apostle of Christ is the story of two men. Luke, as a friend and physician, risks his life when he ventures into the city of Rome to visit Paul, who is held captive in Nero’s darkest, bleakest prison cell. But Nero is determined to rid Rome of Christians, and does not flinch from executing them in the grisliest ways possible. Before Paul’s death sentence can be enacted, Luke resolves to write another book, one that details the beginnings of “The Way” and the birth of what will come to be known as the church. Bound in chains, Paul’s struggle is internal. He has survived so much—floggings, shipwreck, starvation, stoning, hunger and thirst, cold and exposure—yet as he waits for his appointment with death, he is haunted by the shadows of his past misdeeds. Alone in the dark, he wonders if he has been forgotten . . . and if he has the strength to finish well. Two men struggle against a determined emperor and the frailties of the human spirit in order to live out the Gospel of Jesus Christ and spread their message to the world.",30,"Andrew Hyatt","Terence Berden, Andrew Hyatt","1 h 48 m",1,48,108,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
1,"Avengers: Endgame",2799439100,858373000,30.7,1941066100,69.3,2019,"Adventure, Science Fiction, Action",8.246,25780,"en","United States of America","Apr 26, 2019","The grave course of events set in motion by Thanos that wiped out half the universe and fractured the Avengers ranks compels the remaining Avengers to take one final stand in Marvel Studios’ grand conclusion to twenty-two films.",5946,"Anthony Russo, 
    
      Joe Russo","Christopher Markus, Stephen McFeely, Stan Lee, Jack Kirby","3 h 1 m",3,1,181,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & High Gross"
2,"The Lion King",1656943394,543638043,32.8,1113305351,67.2,2019,"Adventure, Drama, Family, Animation",7.116,10058,"en","United States of America","Jun 15, 1994","Embark on an extraordinary coming-of-age adventure as Simba, a lion cub who cannot wait to be king, searches for his destiny in the great ""Circle of Life."" [Disney]",1028,"Roger Allers, 
    
      Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton, Burny Mattinson, Barry Johnson, Brenda Chapman, Noni White, Kirk Wise, Christopher Vogler, Bob Tzudiker","1 h 29 m",1,29,89,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & High Gross"
2,"The Lion King",1656943394,543638043,32.8,1113305351,67.2,2019,"Adventure, Drama, Family, Animation",7.116,10058,"en","United States of America","Jun 15, 1994","Embark on an extraordinary coming-of-age adventure as Simba, a lion cub who cannot wait to be king, searches for his destiny in the great ""Circle of Life."" [Disney]",1029,"Roger Allers, 
    
      Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton, Burny Mattinson, Barry Johnson, Brenda Chapman, Noni White, Kirk Wise, Christopher Vogler, Bob Tzudiker","1 h 29 m",1,29,89,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & High Gross"
2,"The Lion King",1656943394,543638043,32.8,1113305351,67.2,2019,"Adventure, Drama, Family, Animation",7.116,10058,"en","United States of America","Jul 19, 2019","In the African savanna, a future king is born. Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub’s arrival. Scar, Mufasa’s brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba’s exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",1028,"Roger Allers, 
    
      Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton, Burny Mattinson, Barry Johnson, Brenda Chapman, Noni White, Kirk Wise, Christopher Vogler, Bob Tzudiker","1 h 29 m",1,29,89,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & High Gross"
2,"The Lion King",1656943394,543638043,32.8,1113305351,67.2,2019,"Adventure, Drama, Family, Animation",7.116,10058,"en","United States of America","Jul 19, 2019","In the African savanna, a future king is born. Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub’s arrival. Scar, Mufasa’s brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba’s exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",1029,"Roger Allers, 
    
      Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton, Burny Mattinson, Barry Johnson, Brenda Chapman, Noni White, Kirk Wise, Christopher Vogler, Bob Tzudiker","1 h 29 m",1,29,89,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & High Gross"
3,"Frozen II",1450026933,477373578,32.9,972653355,67.1,2019,"Family, Animation, Adventure, Comedy, Fantasy",7.255,9751,"en","United States of America","Nov 22, 2019","Elsa, Anna, Kristoff and Olaf go far into the forest to learn the truth about an ancient mystery of their kingdom.",597,"Chris Buck, 
    
      Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck, Marc Smith, Kristen Anderson-Lopez, Robert Lopez, Allison Schroeder","1 h 43 m",1,43,103,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & High Gross"
4,"Spider-Man: Far from Home",1131927996,390532085,34.5,741395911,65.5,2019,"Action, Adventure, Science Fiction",7.42,15754,"en","United States of America","Jul 2, 2019","Our friendly neighborhood Super Hero decides to join his best friends Ned, MJ, and the rest of the gang on a European vacation. However, Peter's plan to leave super heroics behind for a few weeks are quickly scrapped when he begrudgingly agrees to help Nick Fury uncover the mystery of several elemental creature attacks, creating havoc across the continent!",1855,"Jon Watts","Chris McKenna, Erik Sommers, Stan Lee, Steve Ditko","2 h 9 m",2,9,129,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & High Gross"
5,"Captain Marvel",1128274794,426829839,37.8,701444955,62.2,2019,"Action, Adventure, Science Fiction",6.812,15741,"en","United States of America","Mar 8, 2019","Set in the 1990s, Marvel Studios' Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe that follows the journey of Carol Danvers as she becomes one of the universe's most powerful heroes. While a galactic war between two alien races reaches Earth, Danvers finds herself and a small cadre of allies at the center of the maelstrom.",6756,"Anna Boden, 
    
      Ryan Fleck","Anna Boden, Ryan Fleck, Geneva Robertson-Dworet, Nicole Perlman, Meg LeFauve","2 h 3 m",2,3,123,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & High Gross"
6,"Joker",1078751311,335451311,31.1,743300000,68.9,2019,"Crime, Thriller, Drama",8.144,25889,"en","Canada, United States of America","Oct 3, 2019","Arthur Fleck (Joaquin Phoenix) is struggling to find his way in Gotham’s fractured society.  A clown-for-hire by day, he aspires to be a stand-up comic at night…but finds the joke always seems to be on him.  Caught in a cyclical existence between apathy and cruelty, Arthur makes one bad decision that brings about a chain reaction of escalating events.",7742,"Todd Phillips","Todd Phillips, Scott Silver, Bob Kane, Bill Finger, Jerry Robinson","2 h 2 m",2,2,122,"2017-2024","Thriller",6.54830329153605,156739315.50209,"High Rating & High Gross"
7,"Star Wars: Episode IX - The Rise of Skywalker",1074144248,515202542,48,558941706,52,2019,"Adventure, Action, Science Fiction",6.3,9940,"en","United States of America","Dec 20, 2019","No one's ever really gone... Rey's journey continues and the Skywalker saga concludes in Star Wars: The Rise of Skywalker.",6006,"J.J. Abrams","Chris Terrio, J.J. Abrams, Derek Connolly, Colin Trevorrow","2 h 22 m",2,22,142,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & High Gross"
